代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元),流通盘换手率,全流通换手率,复权系数
SH600988,2004-04-14,15.3000,17.1000,15.3000,16.1800,11783800,190899008.00,0.47135200,0.130093,1.0000
SH600988,2004-04-15,15.8100,16.1400,14.9600,15.0900,4183200,65058000.00,0.16732800,0.046182,1.0000
SH600988,2004-04-16,14.9800,15.1600,14.5000,14.9700,2361800,34889000.00,0.09447200,0.026074,1.0000
SH600988,2004-04-19,14.9800,15.1900,14.6200,15.1000,1447000,21575000.00,0.05788000,0.015975,1.0000
SH600988,2004-04-20,14.9800,15.0000,14.6200,14.6900,928600,13753000.00,0.03714400,0.010252,1.0000
SH600988,2004-04-21,14.6900,14.9500,14.5000,14.6200,747600,10977000.00,0.02990400,0.008254,1.0000
SH600988,2004-04-22,14.5800,14.7500,14.2800,14.6100,809000,11689000.00,0.03236000,0.008931,1.0000
SH600988,2004-04-23,14.3200,14.5800,14.1100,14.1300,668800,9570000.00,0.02675200,0.007384,1.0000
SH600988,2004-04-26,14.0800,14.0800,13.3000,13.5400,1272800,17327000.00,0.05091200,0.014052,1.0000
SH600988,2004-04-27,13.5400,13.6600,13.0100,13.0800,895500,11864000.00,0.03582000,0.009886,1.0000
SH600988,2004-04-28,12.5800,13.5700,12.5800,13.0600,1220100,16007000.00,0.04880400,0.013470,1.0000
SH600988,2004-04-29,13.0600,13.0800,12.7100,12.8000,843700,10838000.00,0.03374800,0.009314,1.0000
SH600988,2004-04-30,12.8500,13.2800,12.7600,13.0900,711200,9259000.00,0.02844800,0.007852,1.0000
SH600988,2004-05-10,13.0900,13.1400,12.5100,12.6900,498200,6322000.00,0.01992800,0.005500,1.0000
SH600988,2004-05-11,12.6500,12.8200,12.5000,12.5600,489100,6161000.00,0.01956400,0.005400,1.0000
SH600988,2004-05-12,12.6100,13.2000,12.5100,13.1400,759400,9813000.00,0.03037600,0.008384,1.0000
SH600988,2004-05-13,13.1100,13.4000,13.0100,13.1000,781300,10289000.00,0.03125200,0.008626,1.0000
SH600988,2004-05-14,13.0100,13.2000,12.6600,12.8000,564000,7238000.00,0.02256000,0.006227,1.0000
SH600988,2004-05-17,12.7000,12.8800,12.6100,12.7100,270300,3438000.00,0.01081200,0.002984,1.0000
SH600988,2004-05-18,12.8800,13.3300,12.8000,13.2300,761000,9988000.00,0.03044000,0.008401,1.0000
SH600988,2004-05-19,13.2000,13.4000,13.0000,13.0300,762200,10088000.00,0.03048800,0.008415,1.0000
SH600988,2004-05-20,13.0000,13.1500,12.8000,12.8800,374000,4840000.00,0.01496000,0.004129,1.0000
SH600988,2004-05-21,12.9000,12.9900,12.7000,12.8800,324200,4146000.00,0.01296800,0.003579,1.0000
SH600988,2004-05-24,12.8700,12.9000,12.6200,12.6700,348800,4435000.00,0.01395200,0.003851,1.0000
SH600988,2004-05-25,12.6700,12.7400,11.7400,11.7900,1054900,12681000.00,0.04219600,0.011646,1.0000
SH600988,2004-05-26,11.7500,11.9500,11.6400,11.8800,351700,4158000.00,0.01406800,0.003883,1.0000
SH600988,2004-05-27,11.8000,12.4700,11.7800,12.3400,789400,9617000.00,0.03157600,0.008715,1.0000
SH600988,2004-05-28,12.3400,12.4800,12.2100,12.3000,590000,7300000.00,0.02360000,0.006514,1.0000
SH600988,2004-05-31,12.3000,12.8800,12.3000,12.8800,1085600,13768000.00,0.04342400,0.011985,1.0000
SH600988,2004-06-01,12.9400,14.1700,12.9200,13.9000,3530400,48420000.00,0.14121600,0.038976,1.0000
SH600988,2004-06-02,13.8500,14.4800,13.6000,13.7500,2881500,40258000.00,0.11526000,0.031812,1.0000
SH600988,2004-06-03,13.7500,14.3400,13.2800,13.9500,2226300,30737000.00,0.08905200,0.024578,1.0000
SH600988,2004-06-04,13.7800,14.1000,13.5100,13.6000,895400,12297000.00,0.03581600,0.009885,1.0000
SH600988,2004-06-08,13.6000,13.8300,13.1300,13.1900,709500,9500000.00,0.02838000,0.007833,1.0000
SH600988,2004-06-09,13.1600,13.4200,12.8200,12.8800,593800,7826000.00,0.02375200,0.006556,1.0000
SH600988,2004-06-10,12.8000,12.9800,11.9300,12.0000,1116300,13733000.00,0.04465200,0.012324,1.0000
SH600988,2004-06-11,12.0000,12.8200,12.0000,12.3600,866700,10795000.00,0.03466800,0.009568,1.0000
SH600988,2004-06-14,12.3000,12.4100,11.9100,12.1700,605100,7334000.00,0.02420400,0.006680,1.0000
SH600988,2004-06-15,12.1500,12.5500,12.0200,12.5000,409700,5046000.00,0.01638800,0.004523,1.0000
SH600988,2004-06-16,12.3800,12.6800,12.3500,12.5800,646900,8134000.00,0.02587600,0.007142,1.0000
SH600988,2004-06-17,12.5100,12.7300,12.1000,12.1900,423000,5259000.00,0.01692000,0.004670,1.0000
SH600988,2004-06-18,12.0000,12.4300,11.9200,12.1800,426000,5198000.00,0.01704000,0.004703,1.0000
SH600988,2004-06-21,12.1600,13.1600,12.1500,13.1000,1008100,12884000.00,0.04032400,0.011129,1.0000
SH600988,2004-06-22,13.1500,13.3000,12.8800,13.0100,1133100,14846000.00,0.04532400,0.012509,1.0000
SH600988,2004-06-23,13.1000,13.1100,12.5200,12.9000,704900,8998000.00,0.02819600,0.007782,1.0000
SH600988,2004-06-24,12.8000,13.3800,12.8000,13.1900,1138800,14974000.00,0.04555200,0.012572,1.0000
SH600988,2004-06-25,13.0000,13.2700,12.0000,12.3000,883200,11073000.00,0.03532800,0.009751,1.0000
SH600988,2004-06-28,12.1000,12.3000,11.5500,11.5800,749400,8827000.00,0.02997600,0.008273,1.0000
SH600988,2004-06-29,11.3800,11.7700,10.9400,11.5300,583600,6668000.00,0.02334400,0.006443,1.0000
SH600988,2004-06-30,11.5500,11.6900,11.1800,11.2000,313900,3572000.00,0.01255600,0.003465,1.0000
