代码,日期,开盘,最高,最低,收盘,成交量,成交额,涨数,跌数,MA1,MA2,MA3,MA4,MA5,MA6
SH000001,1991/11/21,246.26,246.31,244.5,246.31,2155,2030500,3,0,242.384,238.661,229.361,220.077,202.439,171.76
SH000001,1991/11/22,248.24,248.53,246.31,248.53,2133,1954544,5,0,244.44,240.392,231.194,221.933,203.666,172.846
SH000001,1991/11/25,250.84,250.85,248.53,250.85,2331,1963992,7,0,246.486,242.122,233.038,223.806,204.902,173.942
SH000001,1991/11/26,252.9,252.97,250.85,252.97,2454,2326565,6,0,248.632,243.839,234.897,225.684,206.145,175.046
SH000001,1991/11/27,255.27,255.45,252.97,255.45,2120,1756893,6,0,250.822,245.717,236.848,227.58,207.398,176.161
SH000001,1991/11/28,257.28,257.35,255.45,257.35,2502,2251847,5,0,253.03,247.707,238.786,229.475,208.655,177.281
SH000001,1991/11/29,259.68,259.85,257.35,259.6,33695,28453936,5,1,255.244,249.842,240.73,231.378,209.92,178.41
SH000001,1991/12/2,261.78,262.19,259.67,262.19,19128,16310190,7,0,257.512,251.999,242.701,233.3,211.198,179.551
SH000001,1991/12/3,264.64,264.81,262.19,264.81,1101,1207594,7,0,259.88,254.256,244.708,235.243,212.489,180.72
SH000001,1991/12/4,265.53,265.77,264.81,265.77,742,903324,6,0,261.944,256.383,246.653,237.16,213.764,181.887
SH000001,1991/12/5,266.48,266.66,265.77,266.66,2050,2100256,5,0,263.806,258.418,248.54,239.046,215.07,183.05
SH000001,1991/12/6,269.34,269.35,266.66,269.35,1613,1798852,7,0,265.756,260.5,250.446,240.963,216.439,184.226
SH000001,1991/12/9,270.27,270.27,269.35,270.27,1631,1648764,5,0,267.372,262.442,252.282,242.839,217.839,185.398
SH000001,1991/12/10,270.27,272.91,270.27,272.91,516,665483,6,0,268.992,264.436,254.137,244.743,219.258,186.582
SH000001,1991/12/11,273.53,273.71,272.91,273.71,669,859049,3,0,270.58,266.262,255.99,246.653,220.659,187.761
SH000001,1991/12/12,274.41,274.41,273.71,274.41,1577,1644190,3,0,272.13,267.968,257.837,248.513,222.088,188.936
SH000001,1991/12/13,276.81,277,274.41,277,746,962311,5,0,273.66,269.708,259.775,250.389,223.578,190.12
SH000001,1991/12/16,277.53,277.85,277,277.85,580,817004,4,0,275.176,271.274,261.637,252.225,225.094,191.301
SH000001,1991/12/17,278.67,278.68,277.85,278.68,493,754992,3,0,276.33,272.661,263.458,254.026,226.64,192.477
SH000001,1991/12/18,279.32,279.51,278.68,279.51,760,893281,3,0,277.49,274.035,265.209,255.78,228.215,193.666
SH000001,1991/12/19,279.98,280.17,279.51,280.17,1094,1242701,2,0,278.642,275.386,266.902,257.488,229.817,194.868
SH000001,1991/12/20,282.83,282.83,280.63,282.83,4393,6268733,5,0,279.808,276.734,268.617,259.209,231.477,196.097
SH000001,1991/12/23,285.65,285.65,282.83,285.65,1046,1182123,7,0,281.368,278.272,270.357,260.945,233.199,197.339
SH000001,1991/12/24,285.74,286.22,285.65,286.22,486,593373,3,0,282.876,279.603,272.02,262.626,234.939,198.591
SH000001,1991/12/25,287.09,287.15,286.22,287.15,573,873628,4,0,284.404,280.947,273.604,264.309,236.71,199.857
SH000001,1991/12/26,288.03,288.03,287.15,288.03,1168,1422421,3,0,285.976,282.309,275.138,265.995,238.469,201.135
SH000001,1991/12/27,290.65,290.85,288.03,290.85,1551,1789522,6,0,287.58,283.694,276.701,267.748,240.245,202.442
SH000001,1991/12/30,291.71,291.71,290.85,291.71,1165,1881075,4,0,288.792,285.08,278.177,269.451,242.007,203.762
SH000001,1991/12/31,292.48,292.75,291.71,292.75,584,858863,5,0,290.098,286.487,279.574,271.135,243.761,205.094
SH000001,1992/1/2,293.74,293.75,292.76,293.75,928,1339598,3,0,291.418,287.911,280.973,272.776,245.505,206.433
SH000001,1992/1/3,296.24,296.52,293.75,296.52,1436,1842222,6,0,293.116,289.546,282.466,274.45,247.264,207.783
SH000001,1992/1/6,297.68,297.68,296.52,297.68,3400,4236024,6,0,294.482,291.031,283.883,276.088,249.011,209.132
SH000001,1992/1/7,298.54,298.77,297.68,298.77,892,1064008,5,0,295.894,292.343,285.307,277.686,250.746,210.479
SH000001,1992/1/8,299.65,299.66,298.77,299.66,659,930535,5,0,297.276,293.687,286.645,279.242,252.463,211.837
SH000001,1992/1/9,300.61,300.62,299.66,300.62,943,1244834,3,0,298.65,295.034,287.991,280.748,254.164,213.191
SH000001,1992/1/10,301.82,301.83,300.62,301.83,1605,2629590,6,0,299.712,296.414,289.362,282.23,255.853,214.545
SH000001,1992/1/13,302.83,303.06,302,303.06,725,1097531,5,0,300.788,297.635,290.664,283.679,257.529,215.898
SH000001,1992/1/14,304.77,305.74,303.06,305.74,632,858530,5,0,302.182,299.038,292.059,285.131,259.215,217.278
SH000001,1992/1/15,306.62,306.63,305.74,306.63,259,314974,5,0,303.576,300.426,293.456,286.525,260.884,218.661
SH000001,1992/1/16,306.85,306.85,306.63,306.85,378,488305,1,0,304.822,301.736,294.823,287.894,262.527,220.039
SH000001,1992/1/17,307.37,307.38,306.85,307.38,250,321916,2,0,305.932,302.822,296.184,289.251,264.149,221.414
SH000001,1992/1/20,307.38,307.39,307.38,307.39,445,502999,1,0,306.798,303.793,297.412,290.519,265.741,222.777
SH000001,1992/1/21,307.87,307.87,307.39,307.87,534,650501,2,0,307.224,304.703,298.523,291.773,267.306,224.132
SH000001,1992/1/22,307.95,307.95,307.87,307.95,312,439920,1,0,307.488,305.532,299.609,292.941,268.842,225.476
SH000001,1992/1/23,308.53,308.53,307.95,308.53,413,583190,2,0,307.824,306.323,300.678,294.101,270.377,226.813
SH000001,1992/1/24,309.05,309.05,308.53,309.05,722,1004033,2,0,308.158,307.045,301.729,295.256,271.884,228.141
SH000001,1992/1/27,311.6,311.61,309.05,311.61,562,750773,5,0,309.002,307.9,302.767,296.41,273.399,229.479
SH000001,1992/1/28,311.67,311.84,311.61,311.84,664,822810,2,0,309.796,308.51,303.774,297.543,274.884,230.805
SH000001,1992/1/29,312.41,312.58,311.84,312.42,401,450211,3,1,310.69,309.089,304.758,298.667,276.347,232.125
SH000001,1992/1/30,312.73,312.73,312.42,312.73,391,543800,2,0,311.53,309.677,305.707,299.775,277.777,233.435
SH000001,1992/1/31,313.24,313.24,312.73,313.24,354,586786,2,0,312.368,310.263,306.543,300.877,279.183,234.736
SH000001,1992/2/3,314.18,314.18,313.24,314.18,305,583325,2,0,312.882,310.942,307.367,301.922,280.565,236.032
SH000001,1992/2/7,314.72,314.72,314.18,314.72,327,527451,1,0,313.458,311.627,308.165,302.891,281.918,237.32
SH000001,1992/2/10,315.55,315.56,314.72,315.56,354,586553,4,0,314.086,312.388,308.96,303.869,283.247,238.603
SH000001,1992/2/11,316.12,316.43,315.56,316.43,296,460159,3,0,314.826,313.178,309.75,304.845,284.577,239.88
SH000001,1992/2/12,316.43,316.44,316.43,316.44,270,397279,1,0,315.466,313.917,310.481,305.792,285.893,241.143
SH000001,1992/2/13,317.24,317.57,317.06,317.04,1020,1686917,3,5,316.038,314.46,311.18,306.665,287.207,242.398
SH000001,1992/2/14,319.45,319.68,317.04,319.68,457,770875,4,0,317.03,315.244,311.877,307.597,288.524,243.66
SH000001,1992/2/17,319.77,319.77,319.68,319.77,6369,13782082,1,0,317.872,315.979,312.534,308.498,289.816,244.91
SH000001,1992/2/18,338.98,339.16,319.77,337.11,7407,12655298,6,0,322.008,318.417,314.047,309.943,291.36,246.29
SH000001,1992/2/19,340.5,342.41,337.11,342.41,9401,16501609,7,0,327.202,321.334,315.798,311.473,292.961,247.7
SH000001,1992/2/20,345.22,348.01,342.41,347.99,10341,20004752,4,0,333.392,324.715,317.828,313.15,294.619,249.143
SH000001,1992/2/21,358.91,359.93,347.99,359.59,11582,19254248,3,0,341.374,329.202,320.414,315.177,296.431,250.667
SH000001,1992/2/24,361.11,361.62,359.59,360.5,30157,18038444,2,0,349.52,333.696,323.042,317.205,298.224,252.184
SH000001,1992/2/25,359.66,361.29,357.07,360.37,4862,8037606,3,1,354.172,338.09,325.634,319.197,299.972,253.685
SH000001,1992/2/26,359.85,360.76,359.27,360.1,5753,8082674,3,1,357.71,342.456,328.186,321.139,301.685,255.17
SH000001,1992/2/27,361,363.03,360.1,362.45,9524,17931364,3,0,360.602,346.997,330.728,323.119,303.399,256.659
SH000001,1992/2/28,364.15,364.67,362.45,364.66,9862,26401860,4,0,361.616,351.495,333.37,325.083,305.107,258.152
SH000001,1992/3/2,365.15,365.39,364.66,365.39,3405,5644321,3,1,362.594,356.057,336.018,327.042,306.783,259.636
SH000001,1992/3/3,366.79,367.25,365.39,367,2989,3366071,5,1,363.92,359.046,338.732,329.047,308.47,261.117
SH000001,1992/3/4,367.56,368.28,366.95,368.32,5614,10365269,4,0,365.564,361.637,341.486,331.078,310.165,262.617
SH000001,1992/3/5,369.31,369.88,368.11,369.76,8360,14928647,4,1,367.026,363.814,344.264,333.157,311.838,264.138
SH000001,1992/3/6,370.79,371.76,369.76,371.76,5237,9958408,4,0,368.446,365.031,347.117,335.287,313.53,265.685
SH000001,1992/3/9,372.26,374.06,371.88,373.53,20968,22273776,3,1,370.074,366.334,350.015,337.473,315.207,267.232
SH000001,1992/3/10,374.48,375.23,373.53,375.23,5011,7452592,4,0,371.72,367.82,352.955,339.696,316.899,268.779
SH000001,1992/3/11,375.87,376.25,374.98,376.14,4001,11238040,2,1,373.284,369.424,355.94,341.932,318.594,270.341
SH000001,1992/3/12,377.55,377.57,376.14,376.92,10326,31594198,3,1,374.716,370.871,358.934,344.109,320.259,271.919
SH000001,1992/3/13,376.58,377.19,376.38,376.38,2527,4487903,1,1,375.64,372.043,361.769,346.261,321.902,273.498
SH000001,1992/3/16,377,377.42,376.38,377.05,2646,2265997,3,1,376.344,373.209,364.633,348.415,323.541,275.091
SH000001,1992/3/17,377.5,377.84,377.03,377.49,890,1340086,2,2,376.796,374.258,366.652,350.574,325.174,276.695
SH000001,1992/3/18,377.94,378.32,377.49,377.66,4028,2252891,2,2,377.1,375.192,368.414,352.721,326.799,278.308
SH000001,1992/3/19,377.26,377.96,376.21,377.31,13628,35111208,1,2,377.178,375.947,369.88,354.825,328.374,279.926
SH000001,1992/3/20,377.91,378.03,377.31,377.99,3160,7844940,2,1,377.5,376.57,370.801,356.934,329.913,281.556
SH000001,1992/3/23,378.61,379.04,377.45,378.89,10290,24375080,3,1,377.868,377.106,371.72,359.045,331.457,283.198
SH000001,1992/3/24,378.53,379.5,378.05,378.69,4378,7016716,3,3,378.108,377.452,372.636,361.121,332.983,284.846
SH000001,1992/3/25,378.33,379.02,378.12,378.12,11820,21445412,1,3,378.2,377.65,373.537,363.177,334.484,286.477
SH000001,1992/3/26,379.29,379.34,377.64,379.13,10225,24177846,4,2,378.564,377.871,374.371,365.246,335.956,288.1
SH000001,1992/3/27,379.65,380.79,379.13,380.77,1892,5469466,5,1,379.12,378.31,375.177,367.283,337.44,289.723
SH000001,1992/3/30,381.54,381.56,380.76,381.44,12655,40359448,4,1,379.63,378.749,375.979,369.338,338.918,291.34
SH000001,1992/3/31,381.87,382.06,381.24,381.24,17391,53853180,2,2,380.14,379.124,376.691,370.809,340.376,292.941
SH000001,1992/4/1,381.55,381.85,381.01,381.01,4065,7767958,3,2,380.718,379.459,377.326,372.096,341.784,294.524
SH000001,1992/4/2,381.47,381.58,381.01,381.12,1673,3193021,2,2,381.116,379.84,377.893,373.2,343.175,296.093
SH000001,1992/4/3,381.44,381.57,381.12,381.33,1700,3377037,3,2,381.228,380.174,378.372,373.925,344.551,297.648
SH000001,1992/4/6,381.97,382.08,381.33,381.47,5298,14543601,4,2,381.234,380.432,378.769,374.624,345.915,299.189
SH000001,1992/4/7,381.95,382.1,381.47,381.93,10613,30266448,5,1,381.372,380.756,379.104,375.343,347.27,300.717
SH000001,1992/4/8,382.53,382.59,381.92,382.43,1866,5277806,4,1,381.656,381.187,379.418,376.087,348.613,302.233
SH000001,1992/4/9,381.93,382.88,381.65,381.65,3168,7148212,2,3,381.762,381.439,379.655,376.727,349.923,303.726
SH000001,1992/4/10,381.52,382.04,381.2,382.03,7066,13499395,5,3,381.902,381.565,379.938,377.306,351.194,305.205
SH000001,1992/4/13,387.27,392.28,382.03,391.11,20593,52440252,7,0,383.83,382.532,380.641,378.163,352.603,306.743
SH000001,1992/4/14,393.1,400.61,391.1,400.61,9415,25184920,7,1,387.566,384.469,381.797,379.284,354.165,308.346
SH000001,1992/4/15,400.35,406.72,398.23,406.72,10566,25157480,6,2,392.424,387.04,383.25,380.564,355.821,309.985
SH000001,1992/4/16,404.07,410.61,403.52,410.55,39211,57466536,6,3,398.204,389.983,384.911,381.923,357.54,311.641
SH000001,1992/4/17,408.56,414.42,406.19,414.42,15678,45102528,4,4,404.682,393.292,386.733,383.345,359.316,313.311
SH000001,1992/4/20,417.19,420.99,413.64,413.85,10170,23206812,4,4,409.23,396.53,388.481,384.689,361.081,314.961
SH000001,1992/4/21,417.99,421.55,402.89,410.06,51257,72181072,3,5,411.12,399.343,390.049,385.85,362.773,316.575
SH000001,1992/4/22,400.12,410.06,399.87,399.88,50596,73539968,1,5,409.752,401.088,391.138,386.642,364.287,318.086
SH000001,1992/4/23,407.13,408.86,394.6,407.25,54718,71062032,7,2,409.092,403.648,392.543,387.653,365.881,319.64
SH000001,1992/4/24,405.88,415.05,397.74,414.4,34706,47646456,6,4,409.088,406.885,394.225,388.92,367.59,321.237
SH000001,1992/4/27,422.45,424.92,413.47,424.58,37257,53584928,7,3,411.234,410.232,396.382,390.504,369.46,322.903
SH000001,1992/4/28,434.9,436.31,424.58,436.09,42392,53950372,8,1,416.44,413.78,399.125,392.458,371.516,324.647
SH000001,1992/4/29,445.25,446.12,436.09,444.16,52899,66766724,9,3,425.296,417.524,402.282,394.674,373.698,326.44
SH000001,1992/4/30,435.73,448.94,433.66,445.38,45704,52587304,6,3,432.922,421.007,405.495,396.943,375.884,328.225
SH000001,1992/5/4,454.86,456.24,445.38,453.62,64362,101358168,7,1,440.766,424.927,409.109,399.464,378.199,330.059
SH000001,1992/5/5,447.42,455.36,439.96,449.21,49359,78293128,5,5,445.692,428.463,412.496,401.808,380.427,331.837
SH000001,1992/5/6,449.78,454.08,446.39,449.96,33687,54371216,5,5,448.466,432.453,415.898,404.184,382.652,333.615
SH000001,1992/5/7,452.86,457.05,449.55,454.65,34414,51743916,9,3,450.564,437.93,419.509,406.735,384.956,335.425
SH000001,1992/5/8,461.05,468.42,454.65,468.11,48634,84729008,12,1,455.11,444.016,423.832,409.701,387.474,337.34
SH000001,1992/5/11,483.29,490.19,468.11,491.5,30950,60653968,14,1,462.686,451.726,429.305,413.392,390.337,339.431
SH000001,1992/5/12,502.8,506.68,491.5,506.53,33278,65369228,8,5,474.15,459.921,435.077,417.562,393.45,341.633
SH000001,1992/5/13,505.27,517.86,499.4,514.04,33897,64664416,8,6,486.966,467.716,440.748,421.988,396.399,343.879
SH000001,1992/5/14,514.48,523.5,511.91,523.36,33010,60063576,10,4,500.708,475.636,446.58,426.733,399.415,346.188
SH000001,1992/5/15,529.39,544.56,523.36,544.35,63283,75109304,14,0,515.956,485.533,453.27,432.174,402.687,348.653
SH000001,1992/5/18,560.09,571.85,544.35,571.82,29992,61340824,14,0,532.02,497.353,461.14,438.524,406.224,351.328
SH000001,1992/5/19,590.41,598.11,571.82,598.11,47790,58722428,12,1,550.336,512.243,470.353,445.745,410.185,354.204
SH000001,1992/5/20,617.28,623.88,598.11,616.99,65646,119286160,11,3,570.926,528.946,480.699,453.581,414.462,357.217
SH000001,1992/5/21,1260.31,1334.98,604.01,1266.49,89657,181277360,11,3,719.552,610.13,524.03,483.049,429.568,365.626
SH000001,1992/5/22,1306.37,1349.71,1262.43,1339.99,93725,204173232,14,0,878.68,697.318,570.667,514.994,445.861,374.63
SH000001,1992/5/25,1411.98,1428.79,1339.99,1421.56,88969,222429088,14,0,1048.628,790.324,621.025,549.645,463.475,384.291
SH000001,1992/5/26,1332.39,1429.01,1291,1301.35,68128,149448656,2,11,1189.276,869.806,664.864,579.986,479.075,392.929
SH000001,1992/5/27,1250.56,1285.61,823.36,1193.17,64528,138824384,3,11,1304.512,937.719,702.717,606.405,492.844,400.657
SH000001,1992/5/28,1123.04,1184.18,1114.93,1160.17,48389,117388176,3,11,1283.248,1001.4,738.518,631.52,506.042,408.103
SH000001,1992/5/29,1243.65,1253.37,1154.01,1234.71,51615,135997232,13,1,1262.192,1070.436,777.984,658.992,520.458,416.148
SH000001,1992/6/1,1175.68,1249.58,1129.28,1183.24,39394,105366096,1,13,1214.528,1131.578,814.466,684.619,533.982,423.756
SH000001,1992/6/2,1155.88,1184.28,1138.58,1141.02,34033,84509552,1,13,1182.462,1185.869,849.056,708.858,546.774,430.99
SH000001,1992/6/3,1075.9,1141.02,1033.47,1059.06,41002,91844888,0,13,1155.64,1230.076,879.511,730.492,558.171,437.535
SH000001,1992/6/4,1087.49,1118.93,1050.45,1104.46,43184,94263232,10,3,1144.498,1213.873,912.002,753.978,570.31,444.452
SH000001,1992/6/5,1125.01,1143.06,1099.91,1105.76,44007,100847248,8,6,1118.708,1190.45,943.884,777.261,582.457,451.358
SH000001,1992/6/8,1092.06,1121.41,1085.18,1093.46,28747,63968816,3,9,1100.752,1157.64,973.982,799.897,594.408,458.155
SH000001,1992/6/9,1116.92,1144.39,1079.65,1126.62,35100,78762152,11,2,1097.872,1140.167,1004.987,823.298,606.901,465.221
SH000001,1992/6/10,1199.23,1206.51,1134.73,1187.02,58732,140149760,12,1,1123.464,1139.552,1038.635,848.329,620.393,472.784
SH000001,1992/6/11,1179.28,1188.68,1172.09,1178.3,34897,85107112,5,8,1138.232,1141.365,1071.382,872.8,633.737,480.268
SH000001,1992/6/12,1164.12,1178.3,1153.97,1171.71,47202,104835184,4,8,1151.422,1135.065,1102.75,897.011,646.977,487.676
SH000001,1992/6/15,1174.41,1181.86,1152.68,1171.85,37747,78204176,8,5,1167.1,1133.926,1132.752,920.952,660.208,495.06
SH000001,1992/6/16,1171.75,1135.61,1164.24,1166.7,35158,85477152,6,6,1175.116,1136.494,1161.182,944.869,673.339,502.398
SH000001,1992/6/17,1171.29,1186.59,1166.26,1169.56,34755,84383976,3,10,1171.624,1147.544,1188.81,968.855,686.52,509.751
SH000001,1992/6/18,1167.16,1172.86,1158.31,1168.43,29101,61629572,5,9,1169.65,1153.941,1183.907,992.648,699.692,517.088
SH000001,1992/6/19,1169.97,1171.93,1161.8,1171.93,25146,55724544,10,3,1169.694,1160.558,1175.504,1016.109,712.905,524.43
SH000001,1992/6/22,1173.68,1180.21,1165.74,1169.9,27924,64265464,6,7,1169.304,1168.202,1162.921,1038.722,726.057,531.748
SH000001,1992/6/23,1162.83,1172.46,1154.62,1158.17,19490,44559364,0,14,1167.598,1171.357,1155.762,1060.443,739.003,538.96
SH000001,1992/6/24,1150.89,1158.17,1144.46,1151.06,16975,36497768,5,9,1163.898,1167.761,1153.656,1081.677,751.833,546.105
SH000001,1992/6/25,1153.48,1160.23,1148.02,1160.23,19846,50128000,10,3,1162.258,1165.954,1153.66,1102.906,764.82,553.302
SH000001,1992/6/26,1164.29,1207.81,1160.23,1164.67,29061,64137808,12,2,1160.806,1165.25,1150.157,1123.584,777.879,560.527
SH000001,1992/6/29,1168.89,1173.49,1156.68,1169.51,53610,102578800,9,5,1160.728,1165.016,1149.471,1143.507,791.015,567.783
SH000001,1992/6/30,1186.62,1193.16,1169.51,1191.18,58976,147621712,11,1,1167.33,1167.464,1151.979,1163.276,804.51,575.213
SH000001,1992/7/1,1199.54,1215.13,1182.05,1194.18,58330,112406304,8,6,1175.954,1169.926,1158.735,1182.515,818.048,582.659
SH000001,1992/7/2,1187.3,1198.66,1179.86,1187.48,46512,92341056,6,9,1181.404,1171.831,1162.886,1179.882,831.466,590.039
SH000001,1992/7/3,1189.09,1193.39,1183.96,1189.16,75245,154763616,10,4,1186.302,1173.554,1167.056,1174.854,844.924,597.424
SH000001,1992/7/6,1197.76,1215.24,1190.27,1201.01,63782,178472992,8,6,1192.602,1176.665,1172.433,1167.502,858.574,604.884
SH000001,1992/7/7,1201.01,1206.91,1195.81,1206.46,68826,188306240,7,7,1195.658,1181.494,1176.426,1164.339,872.163,612.383
SH000001,1992/7/8,1192.37,1211.27,1182.72,1185.5,68043,138880320,2,12,1193.922,1184.938,1176.349,1164.084,885.244,619.705
SH000001,1992/7/9,1172.43,1187.18,1168.78,1178.53,53216,130815440,3,10,1192.132,1186.768,1176.361,1164.696,898.108,626.964
SH000001,1992/7/10,1175.14,1192.98,1166.45,1188.62,58149,134101376,9,5,1192.024,1189.163,1177.207,1163.159,911.076,634.308
SH000001,1992/7/13,1156.83,1198.9,1131.21,1136.33,51595,123468472,4,10,1179.088,1185.845,1175.431,1161.596,923.107,641.212
SH000001,1992/7/14,1124.65,1139.96,1110.18,1114.05,44462,95340928,2,10,1160.606,1178.132,1172.798,1160.697,934.778,647.929
SH000001,1992/7/15,1107.18,1135.56,1100.16,1107.68,44812,121584360,7,7,1145.042,1169.482,1169.704,1162.317,946.404,654.589
SH000001,1992/7/16,1114.13,1214.83,1108.23,1124.64,50464,151032608,8,6,1134.264,1163.198,1167.515,1162.99,958.484,661.385
SH000001,1992/7/17,1121.49,1134.31,1116.14,1125.56,62671,115821088,9,5,1121.652,1156.838,1165.196,1163.65,970.456,668.168
SH000001,1992/7/20,1100.6,1126.96,1094.81,1098.81,31699,67313536,1,14,1114.148,1146.618,1161.641,1163.828,981.862,674.726
SH000001,1992/7/21,1087.61,1096.49,1079.75,1082.39,35912,66221852,1,13,1107.816,1134.211,1157.853,1162.354,992.826,681.143
SH000001,1992/7/22,1059.22,1081.81,1034.91,1035.66,47347,105623184,1,12,1093.412,1119.227,1152.083,1157.309,1002.819,687.167
SH000001,1992/7/23,1020.07,1033.75,961.61,1014.57,77014,137013296,3,13,1071.398,1102.831,1144.8,1151.851,1012.326,693.012
SH000001,1992/7/24,1165.89,1178.9,1014.08,1142.02,57155,100041776,14,3,1074.69,1098.171,1143.667,1150.861,1023.936,699.91
SH000001,1992/7/27,1169.42,1178.81,1108.05,1149.33,59560,122257736,14,4,1084.794,1099.471,1142.658,1150.111,1035.531,706.865
SH000001,1992/7/28,1126.88,1148.63,1102.02,1105.95,78387,105616880,1,15,1089.506,1098.661,1138.396,1148.086,1046.477,713.452
SH000001,1992/7/29,1078.31,1108.06,1047.03,1087.12,68987,85225680,6,12,1099.798,1096.605,1133.043,1145.338,1057.097,719.874
SH000001,1992/7/30,1067.45,1087.36,1043.79,1057.4,99108,88690328,6,13,1108.364,1089.881,1126.54,1141.637,1067.142,726.049
SH000001,1992/7/31,1045.67,1052.06,1032.54,1052.06,87149,77149544,12,5,1090.372,1082.531,1119.685,1137.641,1076.875,732.174
SH000001,1992/8/3,1034.7,1060.36,1026.83,1031.55,60103,73754400,3,15,1066.816,1075.805,1111.212,1133.029,1085.876,738.107
SH000001,1992/8/4,1018.3,1036.33,1016.16,1035.63,52472,63035096,14,5,1052.752,1071.129,1102.67,1128.945,1094.694,744.072
SH000001,1992/8/5,1015.76,1038.3,1011.66,1012.55,61146,76139992,5,14,1037.838,1068.818,1094.022,1124.328,1103.003,749.701
SH000001,1992/8/6,988.38,1010.76,983.22,1002.17,72555,108106840,2,17,1026.792,1067.578,1085.204,1119.059,1110.983,755.199
