代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元),流通盘换手率,全流通换手率,复权系数
SZ002592,2011-11-11,26.8800,30.2800,26.0000,27.8000,13952200,385624192.00,0.92154557,0.184750,1.0000
SZ002592,2011-11-14,27.0300,28.3000,26.6600,27.8500,8353500,229042064.00,0.55175033,0.110614,1.0000
SZ002592,2011-11-15,27.5000,28.1000,26.9100,27.8500,5643500,154837136.00,0.37275429,0.074729,1.0000
SZ002592,2011-11-16,27.5000,30.2000,27.1000,29.0900,9395300,268947968.00,0.62056143,0.124409,1.0000
SZ002592,2011-11-17,28.4900,29.2700,27.8500,28.6100,4808600,136891872.00,0.31760898,0.063674,1.0000
SZ002592,2011-11-18,28.1000,28.9000,27.8800,28.5700,3772700,107036496.00,0.24918758,0.049957,1.0000
SZ002592,2011-11-21,28.3600,28.5700,25.7100,26.0700,4633600,123461832.00,0.30605020,0.061357,1.0000
SZ002592,2011-11-22,25.4000,26.0700,24.8800,25.8900,2819900,72086792.00,0.18625495,0.037340,1.0000
SZ002592,2011-11-23,25.9000,26.0000,25.3800,25.4100,2025300,51871316.00,0.13377147,0.026818,1.0000
SZ002592,2011-11-24,24.9500,25.3600,24.8200,25.0300,1675900,41960616.00,0.11069353,0.022192,1.0000
SZ002592,2011-11-25,24.9500,25.9700,24.7300,25.6900,2476800,62990692.00,0.16359313,0.032797,1.0000
SZ002592,2011-11-28,25.5300,25.8000,25.0800,25.1600,1475600,37441760.00,0.09746367,0.019539,1.0000
SZ002592,2011-11-29,25.3700,25.4900,24.8600,25.2500,1703800,42769264.00,0.11253633,0.022561,1.0000
SZ002592,2011-11-30,25.0100,25.7900,23.0000,23.4000,2951900,72699456.00,0.19497358,0.039088,1.0000
SZ002592,2011-12-01,24.1100,24.6700,23.5500,23.5800,2129100,51387792.00,0.14062748,0.028193,1.0000
SZ002592,2011-12-02,23.9800,23.9800,22.7100,22.7100,1537000,35656472.00,0.10151915,0.020352,1.0000
SZ002592,2011-12-05,22.2800,22.2800,21.0500,21.1800,1497600,32530912.00,0.09891678,0.019831,1.0000
SZ002592,2011-12-06,21.0700,22.1800,21.0700,21.9500,1800300,39211280.00,0.11891017,0.023839,1.0000
SZ002592,2011-12-07,21.6800,22.6500,21.6800,22.2800,1519300,33833416.00,0.10035007,0.020118,1.0000
SZ002592,2011-12-08,22.4700,22.4700,21.3900,22.2200,1509300,33216226.00,0.09968956,0.019986,1.0000
SZ002592,2011-12-09,21.8300,22.2000,21.4400,21.5100,1014000,21998164.00,0.06697490,0.013427,1.0000
SZ002592,2011-12-12,21.7000,21.7400,21.3500,21.3800,693500,14928605.00,0.04580581,0.009183,1.0000
SZ002592,2011-12-13,21.2000,21.2200,19.9900,20.1000,1247200,25357904.00,0.08237781,0.016515,1.0000
SZ002592,2011-12-14,20.1100,20.4800,19.6100,19.7200,890700,17939482.00,0.05883091,0.011794,1.0000
SZ002592,2011-12-15,19.5000,20.1500,19.4800,19.9500,1011500,20078452.00,0.06680978,0.013394,1.0000
SZ002592,2011-12-16,19.9000,20.4600,19.4100,20.4000,1152700,23056626.00,0.07613606,0.015264,1.0000
SZ002592,2011-12-19,20.2000,20.3600,19.5200,20.2600,957500,19080300.00,0.06324306,0.012679,1.0000
SZ002592,2011-12-20,20.0800,20.5000,19.5000,19.7100,902100,18157492.00,0.05958388,0.011945,1.0000
SZ002592,2011-12-21,20.0000,20.4300,19.4200,19.4400,1489100,29929780.00,0.09835535,0.019718,1.0000
SZ002592,2011-12-22,19.1100,19.1100,17.7800,18.2400,1760800,32099094.00,0.11630119,0.023316,1.0000
SZ002592,2011-12-23,18.1200,18.5400,18.0000,18.2200,951100,17360172.00,0.06282034,0.012594,1.0000
SZ002592,2011-12-27,17.9000,17.9000,17.0500,17.0600,1153900,20032312.00,0.07621532,0.015280,1.0000
SZ002592,2011-12-28,16.9000,17.0500,16.4100,16.9500,836800,13978725.00,0.05527081,0.011081,1.0000
SZ002592,2011-12-29,16.7500,17.4000,16.7000,17.2300,901400,15449900.00,0.05953765,0.011936,1.0000
SZ002592,2011-12-30,17.1800,17.7400,17.1400,17.6900,1036600,18132846.00,0.06846764,0.013726,1.0000
SZ002592,2012-01-04,17.8400,17.8700,16.5100,16.5100,1011000,17487826.00,0.06677675,0.013387,1.0000
SZ002592,2012-01-05,16.5700,16.6800,15.6300,15.8200,861700,13900785.00,0.05691546,0.011410,1.0000
SZ002592,2012-01-06,16.0000,16.3800,15.5500,16.3200,774600,12429842.00,0.05116248,0.010257,1.0000
SZ002592,2012-01-09,16.1900,17.0000,16.0000,16.9900,1042000,17377316.00,0.06882431,0.013798,1.0000
SZ002592,2012-01-10,17.0500,17.6000,16.8900,17.5900,1412300,24526512.00,0.09328269,0.018701,1.0000
SZ002592,2012-01-11,17.5100,17.7900,17.2600,17.4500,1104400,19305344.00,0.07294584,0.014624,1.0000
SZ002592,2012-01-12,17.2800,17.7400,17.1500,17.3500,783100,13680786.00,0.05172391,0.010370,1.0000
SZ002592,2012-01-13,17.4500,17.4500,16.2800,16.3300,927600,15463430.00,0.06126816,0.012283,1.0000
SZ002592,2012-01-17,15.8500,17.1800,15.4100,17.0200,1182800,19247280.00,0.07812417,0.015662,1.0000
SZ002592,2012-01-18,16.9000,17.1000,16.1100,16.1600,828200,13820602.00,0.05470277,0.010967,1.0000
SZ002592,2012-01-19,16.2800,16.7400,16.0900,16.6200,430600,7087159.00,0.02844122,0.005702,1.0000
SZ002592,2012-01-20,16.5600,17.0300,16.5400,16.8900,582200,9819519.00,0.03845443,0.007709,1.0000
SZ002592,2012-01-30,16.9200,17.6500,16.9200,17.1100,1040100,18022700.00,0.06869881,0.013773,1.0000
SZ002592,2012-01-31,17.1400,17.2900,16.8800,17.2000,555400,9462875.00,0.03668428,0.007354,1.0000
