代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元),流通盘换手率,全流通换手率,复权系数
SZ200625,1996-11-08,1.9700,1.9700,1.6600,1.6600,7254300,13385000.00,0.02901720,0.009593,1.0000
SZ200625,1996-11-11,1.6600,1.8400,1.6600,1.7700,692000,1245000.00,0.00276800,0.000915,1.0000
SZ200625,1996-11-12,1.7800,1.7900,1.7000,1.7400,1342600,2356000.00,0.00537040,0.001775,1.0000
SZ200625,1996-11-13,1.7500,1.7500,1.7000,1.7000,1118000,1920000.00,0.00447200,0.001478,1.0000
SZ200625,1996-11-14,1.7400,1.9000,1.7000,1.7400,2797300,5074000.00,0.01118920,0.003699,1.0000
SZ200625,1996-11-15,1.7500,1.8700,1.7400,1.8100,1218500,2169000.00,0.00487400,0.001611,1.0000
SZ200625,1996-11-18,1.8700,1.9200,1.8400,1.9000,5799900,10867000.00,0.02319960,0.007670,1.0000
SZ200625,1996-11-19,2.1000,2.1000,1.9900,2.0600,8438700,17093000.00,0.03375480,0.011160,1.0000
SZ200625,1996-11-20,2.1500,2.3500,2.1500,2.2800,9650500,21904000.00,0.03860200,0.012762,1.0000
SZ200625,1996-11-21,2.5500,2.8500,2.3400,2.5000,11385700,29687000.00,0.04554280,0.015057,1.0000
SZ200625,1996-11-22,2.4900,2.7000,2.3000,2.6900,11200300,28656000.00,0.04480120,0.014811,1.0000
SZ200625,1996-11-25,2.8000,3.2300,2.8000,3.2300,17403300,54247000.00,0.06961320,0.023014,1.0000
SZ200625,1996-11-26,3.4000,3.6000,3.0100,3.2100,15079900,50347000.00,0.06031960,0.019942,1.0000
SZ200625,1996-11-27,3.3000,3.4500,2.8900,2.9900,12280100,38079000.00,0.04912040,0.016239,1.0000
SZ200625,1996-11-28,2.9800,3.3500,2.8600,3.3500,13086300,40228000.00,0.05234520,0.017306,1.0000
SZ200625,1996-11-29,3.4200,3.7900,3.3600,3.7600,14811700,52694000.00,0.05924680,0.019587,1.0000
SZ200625,1996-12-02,3.7500,4.8600,3.7500,4.8000,16269100,70062000.00,0.06507640,0.021515,1.0000
SZ200625,1996-12-03,4.7000,5.1400,4.5000,4.9900,14757300,72582000.00,0.05902920,0.019515,1.0000
SZ200625,1996-12-04,5.1100,5.2000,4.8000,5.0500,8545200,42731000.00,0.03418080,0.011300,1.0000
SZ200625,1996-12-05,5.1000,5.5900,5.0400,5.5900,7327800,39046000.00,0.02931120,0.009690,1.0000
SZ200625,1996-12-06,5.7000,5.9800,5.7000,5.9000,7956000,47088000.00,0.03182400,0.010521,1.0000
SZ200625,1996-12-09,5.9000,6.3500,5.9000,6.3500,9214900,56699000.00,0.03685960,0.012186,1.0000
SZ200625,1996-12-10,6.6000,6.6700,5.9500,6.1800,6049900,37628000.00,0.02419960,0.008001,1.0000
SZ200625,1996-12-11,6.1800,6.1800,5.3000,5.8000,5890100,33935000.00,0.02356040,0.007789,1.0000
SZ200625,1996-12-12,5.7000,5.7200,5.0000,5.2000,7016300,37533000.00,0.02806520,0.009278,1.0000
SZ200625,1996-12-13,5.0500,5.0500,4.1000,4.2000,11161700,50986000.00,0.04464680,0.014760,1.0000
SZ200625,1996-12-16,3.7900,3.7900,3.7900,3.7900,500800,1898000.00,0.00200320,0.000662,1.0000
SZ200625,1996-12-17,3.4100,3.4100,3.4100,3.4100,1511700,5154000.00,0.00604680,0.001999,1.0000
SZ200625,1996-12-18,3.0700,3.7500,3.0700,3.7500,7267100,25105000.00,0.02906840,0.009610,1.0000
SZ200625,1996-12-19,4.1000,4.1300,3.4500,3.5500,11862700,46531000.00,0.04745080,0.015687,1.0000
SZ200625,1996-12-20,3.5500,3.8500,3.4000,3.7500,9486300,34700000.00,0.03794520,0.012545,1.0000
SZ200625,1996-12-23,3.9500,4.1000,3.8000,4.0900,5663200,22643000.00,0.02265280,0.007489,1.0000
SZ200625,1996-12-24,4.3000,4.3500,3.9800,4.0100,6650800,27519000.00,0.02660320,0.008795,1.0000
SZ200625,1996-12-25,4.0100,4.0100,4.0100,4.0100,0,0.00,0.00000000,0.000000,1.0000
SZ200625,1996-12-27,4.4100,4.4100,4.2800,4.4100,6238800,27166000.00,0.02495520,0.008250,1.0000
SZ200625,1996-12-30,4.6500,4.8500,4.6000,4.8500,5109700,24443000.00,0.02043880,0.006757,1.0000
SZ200625,1996-12-31,4.9500,5.0000,4.5200,4.6100,6216900,29074000.00,0.02486760,0.008221,1.0000
SZ200625,1997-01-02,4.5000,4.8000,4.5000,4.7000,2855600,13319000.00,0.01142240,0.003776,1.0000
