代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元),流通盘换手率,全流通换手率,复权系数
SH603089,2017-01-26,16.7500,16.7500,16.7500,16.7500,17500,293192.00,0.00065617,0.000164,1.0000
SH603089,2017-02-03,18.4300,18.4300,18.4300,18.4300,4800,89145.00,0.00017998,0.000045,1.0000
SH603089,2017-02-06,20.2700,20.2700,20.2700,20.2700,8100,164207.00,0.00030371,0.000076,1.0000
SH603089,2017-02-07,22.3000,22.3000,22.3000,22.3000,19400,433177.00,0.00072741,0.000182,1.0000
SH603089,2017-02-08,24.5300,24.5300,24.5300,24.5300,31600,775344.00,0.00118485,0.000296,1.0000
SH603089,2017-02-09,26.9800,26.9800,26.9800,26.9800,26500,714268.00,0.00099363,0.000248,1.0000
SH603089,2017-02-10,29.6800,29.6800,29.6800,29.6800,32700,970535.00,0.00122610,0.000307,1.0000
SH603089,2017-02-13,32.6500,32.6500,32.6500,32.6500,94600,3089898.00,0.00354706,0.000887,1.0000
SH603089,2017-02-14,35.9200,35.9200,35.9200,35.9200,107000,3843583.00,0.00401200,0.001003,1.0000
SH603089,2017-02-15,39.5100,39.5100,39.5100,39.5100,77000,3042823.00,0.00288714,0.000722,1.0000
SH603089,2017-02-16,43.4600,43.4600,43.4600,43.4600,132600,5763013.00,0.00497188,0.001243,1.0000
SH603089,2017-02-17,47.8100,47.8100,44.0100,44.2500,16901500,776613824.00,0.63372703,0.158447,1.0000
SH603089,2017-02-20,43.8800,43.8800,39.8300,39.8500,10772800,436914976.00,0.40392951,0.100992,1.0000
SH603089,2017-02-21,39.0500,41.3600,39.0500,40.3800,7171000,290686976.00,0.26887889,0.067226,1.0000
SH603089,2017-02-22,39.9900,41.2000,39.0000,40.8700,6063400,243398800.00,0.22734908,0.056843,1.0000
SH603089,2017-02-23,40.5500,42.9300,40.2100,42.6200,7923700,331188160.00,0.29710161,0.074282,1.0000
SH603089,2017-02-24,42.2200,43.5200,41.5900,42.6200,6650400,283179328.00,0.24935883,0.062346,1.0000
SH603089,2017-02-27,42.2100,43.3500,42.2100,42.7800,4365000,187093392.00,0.16366704,0.040921,1.0000
SH603089,2017-02-28,42.7000,43.1900,41.1500,43.1000,5237700,221618816.00,0.19638920,0.049102,1.0000
SH603089,2017-03-01,42.7400,43.8000,42.5100,42.6200,4070700,175228608.00,0.15263217,0.038162,1.0000
SH603089,2017-03-02,42.4300,44.8700,42.4300,44.3200,7558600,330999808.00,0.28341207,0.070860,1.0000
SH603089,2017-03-03,44.2700,45.3800,43.2800,45.0900,7126300,316766400.00,0.26720285,0.066807,1.0000
SH603089,2017-03-06,44.0000,45.0000,43.3300,44.8100,6271300,277521504.00,0.23514436,0.058792,1.0000
SH603089,2017-03-07,44.5500,45.4300,44.4200,45.1100,5292700,237761312.00,0.19845144,0.049618,1.0000
SH603089,2017-03-08,45.3400,45.9700,44.4000,44.7900,4984900,224408336.00,0.18691039,0.046732,1.0000
SH603089,2017-03-09,44.8000,44.8000,42.6800,42.7300,4480300,194332544.00,0.16799025,0.042002,1.0000
SH603089,2017-03-10,42.6400,43.4400,42.6400,42.7800,2790500,120062888.00,0.10463067,0.026160,1.0000
SH603089,2017-03-13,42.5000,43.8200,41.8100,43.8000,3588500,154036960.00,0.13455193,0.033641,1.0000
SH603089,2017-03-14,43.7000,44.9900,43.6700,44.5300,4809000,213658704.00,0.18031496,0.045083,1.0000
SH603089,2017-03-15,44.3400,44.9500,43.4600,44.5700,3222500,142976672.00,0.12082865,0.030210,1.0000
SH603089,2017-03-16,44.8000,49.0300,44.8000,49.0300,10383100,488797504.00,0.38931759,0.097339,1.0000
SH603089,2017-03-17,49.7000,50.5000,47.5000,47.6000,9739400,475716608.00,0.36518185,0.091304,1.0000
SH603089,2017-03-20,47.9000,49.2600,46.5500,48.7600,6807500,327365632.00,0.25524934,0.063818,1.0000
SH603089,2017-03-21,48.7500,49.2500,48.0500,48.9700,5878300,286135168.00,0.22040870,0.055107,1.0000
SH603089,2017-03-22,48.5200,51.2500,48.1100,50.0400,8093400,403401056.00,0.30346457,0.075873,1.0000
SH603089,2017-03-23,50.1300,50.3500,45.6800,47.7000,7109500,344361312.00,0.26657293,0.066649,1.0000
SH603089,2017-03-24,47.3000,48.8000,47.2600,48.7500,4060100,195549648.00,0.15223472,0.038062,1.0000
SH603089,2017-03-27,49.0000,50.3500,48.5800,49.9100,5175100,255935648.00,0.19404199,0.048515,1.0000
SH603089,2017-03-28,50.0100,50.4800,48.0000,48.2200,3965500,195470608.00,0.14868766,0.037175,1.0000
SH603089,2017-03-29,47.8000,48.0900,44.0400,44.9400,5298800,242629808.00,0.19868016,0.049675,1.0000
SH603089,2017-03-30,44.3700,44.3700,42.2500,43.6400,4336300,187473936.00,0.16259093,0.040652,1.0000
SH603089,2017-03-31,43.4000,44.6000,42.0200,42.6300,2587100,112459264.00,0.09700412,0.024253,1.0000
SH603089,2017-04-05,42.5600,44.0000,40.0500,43.8900,2983200,126580616.00,0.11185602,0.027967,1.0000
SH603089,2017-04-06,43.5000,44.4600,43.3100,43.6900,2119900,93187744.00,0.07948631,0.019873,1.0000
SH603089,2017-04-07,43.4100,43.8800,41.6700,41.9500,2028600,86756520.00,0.07606299,0.019018,1.0000
SH603089,2017-04-10,41.2500,41.6600,37.8600,37.9000,3203800,127216200.00,0.12012748,0.030035,1.0000
SH603089,2017-04-11,37.6000,39.2800,37.6000,39.0700,2351700,91110872.00,0.08817773,0.022047,1.0000
SH603089,2017-04-12,39.1600,40.3500,38.5800,39.6700,2482000,98005672.00,0.09306337,0.023268,1.0000
SH603089,2017-04-13,39.2500,40.2000,39.0100,39.9600,1570100,62403212.00,0.05887139,0.014719,1.0000
SH603089,2017-04-14,39.5900,39.8700,38.5000,38.5900,1084700,42379240.00,0.04067117,0.010169,1.0000
SH603089,2017-04-17,36.9100,36.9100,35.2700,35.4900,1836166,66087832.00,0.06884762,0.017214,1.0000
SH603089,2017-04-18,35.8026,36.4077,34.8747,35.7522,1122596,39806292.00,0.04209209,0.010524,1.0085
SH603089,2017-04-19,35.4395,37.1540,35.3387,36.9019,1609310,58144032.00,0.06034158,0.015087,1.0085
SH603089,2017-04-20,36.9120,37.2952,35.9034,36.4077,965519,35082528.00,0.03620244,0.009051,1.0085
SH603089,2017-04-21,36.1354,36.8111,36.1354,36.3875,695139,25185632.00,0.02606445,0.006517,1.0085
SH603089,2017-04-24,36.3169,36.5186,34.8142,36.3774,1091511,38493520.00,0.04092655,0.010233,1.0085
SH603089,2017-04-25,36.3069,37.0128,36.1152,36.2262,935451,33929788.00,0.03507503,0.008770,1.0085
SH603089,2017-04-26,36.3069,36.9624,35.9034,36.3472,1037143,37518760.00,0.03888800,0.009723,1.0085
SH603089,2017-04-27,36.4985,37.8297,35.0966,37.4162,2084627,75646120.00,0.07816374,0.019543,1.0085
SH603089,2017-04-28,37.1338,37.7894,37.0632,37.4263,1293109,48000888.00,0.04848553,0.012123,1.0085
SH603089,2017-05-02,37.5171,37.5978,36.5086,36.5691,1050141,38540248.00,0.03937537,0.009845,1.0085
SH603089,2017-05-03,36.5691,37.3154,36.4783,37.0330,1104749,40345584.00,0.04142291,0.010357,1.0085
SH603089,2017-05-04,37.0027,37.0027,36.1657,36.3573,960012,34834184.00,0.03599595,0.009000,1.0085
SH603089,2017-05-05,36.3069,36.3169,35.3891,35.4395,1103471,39192272.00,0.04137499,0.010345,1.0085
SH603089,2017-05-08,35.2076,35.4899,32.7770,33.2611,990524,34008548.00,0.03714001,0.009286,1.0085
SH603089,2017-05-09,33.2813,34.0881,32.9787,33.7553,775297,25836164.00,0.02907000,0.007268,1.0085
