代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元),流通盘换手率,全流通换手率,复权系数
SH600971,2004-08-17,15.7500,17.4900,15.7400,17.2400,29278100,494310016.00,0.66541136,0.233106,1.0000
SH600971,2004-08-18,17.1900,17.5800,17.1200,17.4700,8998900,156172992.00,0.20452045,0.071647,1.0000
SH600971,2004-08-19,17.4400,17.7000,17.3000,17.5600,3976000,69600000.00,0.09036364,0.031656,1.0000
SH600971,2004-08-20,17.5000,18.1600,17.4100,17.5200,4061500,72209000.00,0.09230682,0.032337,1.0000
SH600971,2004-08-23,17.5600,17.9000,17.4800,17.7800,2421900,42878000.00,0.05504318,0.019283,1.0000
SH600971,2004-08-24,17.7800,17.8800,17.0000,17.4800,2721500,47402000.00,0.06185227,0.021668,1.0000
SH600971,2004-08-25,17.2800,17.6500,17.2800,17.5700,1477100,25829000.00,0.03357045,0.011760,1.0000
SH600971,2004-08-26,17.5500,18.0900,17.3600,18.0300,1727200,30817000.00,0.03925455,0.013752,1.0000
SH600971,2004-08-27,18.0400,18.2000,17.8000,18.1800,1818600,32715000.00,0.04133182,0.014479,1.0000
SH600971,2004-08-30,18.0100,18.1800,17.6200,18.0000,1133000,20230000.00,0.02575000,0.009021,1.0000
SH600971,2004-08-31,18.4700,18.4700,17.7500,17.9000,1883200,33884000.00,0.04280000,0.014994,1.0000
SH600971,2004-09-01,17.8900,17.8900,17.3600,17.6100,1018500,17926000.00,0.02314773,0.008109,1.0000
SH600971,2004-09-02,17.5500,17.7800,17.3000,17.6000,728900,12778000.00,0.01656591,0.005803,1.0000
SH600971,2004-09-03,17.6000,17.6700,17.3600,17.5200,394300,6901000.00,0.00896136,0.003139,1.0000
SH600971,2004-09-06,17.4900,17.5000,17.1000,17.1200,899500,15617000.00,0.02044318,0.007162,1.0000
SH600971,2004-09-07,17.0000,17.6000,16.8800,17.5900,701000,12151000.00,0.01593182,0.005581,1.0000
SH600971,2004-09-08,17.6100,17.6300,17.3900,17.5600,326600,5726000.00,0.00742273,0.002600,1.0000
SH600971,2004-09-09,17.3800,17.5600,17.1400,17.4900,708200,12321000.00,0.01609545,0.005639,1.0000
SH600971,2004-09-10,17.3000,17.6100,17.3000,17.5900,361100,6324000.00,0.00820682,0.002875,1.0000
SH600971,2004-09-13,17.4500,17.5700,17.3000,17.4900,440600,7676000.00,0.01001364,0.003508,1.0000
SH600971,2004-09-14,17.6500,17.9300,17.4700,17.5400,494800,8732000.00,0.01124545,0.003939,1.0000
SH600971,2004-09-15,17.6600,19.2900,17.6000,18.8800,6069500,114417000.00,0.13794318,0.048324,1.0000
SH600971,2004-09-16,18.8000,19.3500,18.7100,19.1300,2341000,44638000.00,0.05320455,0.018639,1.0000
SH600971,2004-09-17,19.1500,19.8800,18.9200,19.8300,2331500,45437000.00,0.05298864,0.018563,1.0000
SH600971,2004-09-20,20.0800,20.2800,19.7800,20.1000,2920100,58440000.00,0.06636591,0.023249,1.0000
SH600971,2004-09-21,20.0100,20.5800,19.6100,20.5500,2509100,50095000.00,0.05702500,0.019977,1.0000
SH600971,2004-09-22,20.5000,21.5000,20.3900,21.0500,2459000,51740000.00,0.05588636,0.019578,1.0000
SH600971,2004-09-23,21.0000,22.1000,20.4500,22.0300,1943600,40679000.00,0.04417273,0.015475,1.0000
SH600971,2004-09-24,22.0000,22.3000,19.9800,20.0300,4600900,98734000.00,0.10456591,0.036631,1.0000
SH600971,2004-09-27,20.5000,21.1800,20.1800,20.8100,4670200,96475000.00,0.10614091,0.037183,1.0000
SH600971,2004-09-28,20.8200,20.9800,20.6000,20.8200,1219400,25354000.00,0.02771364,0.009709,1.0000
SH600971,2004-09-29,20.9000,21.7200,20.8000,21.3300,1369500,29317000.00,0.03112500,0.010904,1.0000
SH600971,2004-09-30,21.3500,21.7100,21.3500,21.6000,1440000,31014000.00,0.03272727,0.011465,1.0000
SH600971,2004-10-08,21.5100,23.3800,21.5100,23.2000,2112400,48060000.00,0.04800909,0.016818,1.0000
SH600971,2004-10-11,23.4100,23.7900,22.7000,22.8100,2121800,49238000.00,0.04822273,0.016893,1.0000
SH600971,2004-10-12,22.8000,23.2900,22.3600,22.4900,1464700,33227000.00,0.03328864,0.011662,1.0000
SH600971,2004-10-13,22.4900,22.8800,22.1100,22.6900,1512500,33864000.00,0.03437500,0.012042,1.0000
SH600971,2004-10-14,22.7500,22.8000,21.2000,21.5500,2078200,45100000.00,0.04723182,0.016546,1.0000
SH600971,2004-10-15,21.4700,22.3800,21.1000,22.0800,1073300,23300000.00,0.02439318,0.008545,1.0000
SH600971,2004-10-18,22.0800,23.2900,21.6000,22.9900,1739000,39380000.00,0.03952273,0.013846,1.0000
SH600971,2004-10-19,23.0000,23.3500,22.4000,22.5100,1072700,24535000.00,0.02437955,0.008541,1.0000
SH600971,2004-10-20,22.4800,23.5400,22.2000,23.3900,1523900,35182000.00,0.03463409,0.012133,1.0000
SH600971,2004-10-21,23.2000,23.9800,22.8100,23.2800,1378700,32111000.00,0.03133409,0.010977,1.0000
SH600971,2004-10-22,23.3100,24.0900,22.8900,23.9300,1931800,45739000.00,0.04390455,0.015381,1.0000
SH600971,2004-10-25,24.2000,24.7000,23.6600,23.9900,2024900,49174000.00,0.04602045,0.016122,1.0000
SH600971,2004-10-26,24.0100,24.6000,23.8000,24.3900,1578100,38294000.00,0.03586591,0.012564,1.0000
SH600971,2004-10-27,24.5500,24.8000,24.0300,24.2500,1842500,44900000.00,0.04187500,0.014670,1.0000
SH600971,2004-10-28,24.0800,24.3000,23.6300,24.2000,1426800,34173000.00,0.03242727,0.011360,1.0000
SH600971,2004-10-29,23.6000,24.5000,23.4100,23.9200,981300,23546000.00,0.02230227,0.007813,1.0000
SH600971,2004-11-01,23.8000,24.7000,23.7000,23.9600,874400,21281000.00,0.01987273,0.006962,1.0000
SH600971,2004-11-02,24.0000,24.2500,23.7500,24.0000,482700,11565000.00,0.01097045,0.003843,1.0000
SH600971,2004-11-03,24.0000,24.3800,23.8300,24.1400,598800,14445000.00,0.01360909,0.004768,1.0000
SH600971,2004-11-04,24.1400,24.9500,24.0700,24.2000,1255300,30819000.00,0.02852955,0.009994,1.0000
SH600971,2004-11-05,24.3000,24.4000,22.9000,23.2600,2167000,50666000.00,0.04925000,0.017253,1.0000
SH600971,2004-11-08,23.0100,23.6600,22.9000,23.4900,364100,8485000.00,0.00827500,0.002899,1.0000
SH600971,2004-11-09,23.4000,23.7400,23.1300,23.4600,500100,11712000.00,0.01136591,0.003982,1.0000
SH600971,2004-11-10,23.5300,25.7500,23.5000,25.4000,1905200,47206000.00,0.04330000,0.015169,1.0000
SH600971,2004-11-11,25.4000,25.9700,24.9600,25.0400,1157900,29672000.00,0.02631591,0.009219,1.0000
SH600971,2004-11-12,25.0600,26.3500,25.0600,26.2700,1140100,29505000.00,0.02591136,0.009077,1.0000
SH600971,2004-11-15,26.4000,27.3700,25.8800,26.3500,1381800,36449000.00,0.03140455,0.011002,1.0000
SH600971,2004-11-16,26.3000,27.2800,25.9000,27.1700,741700,19811000.00,0.01685682,0.005905,1.0000
SH600971,2004-11-17,27.1700,27.8900,26.9000,27.4900,1142400,31444000.00,0.02596364,0.009096,1.0000
SH600971,2004-11-18,27.2800,27.6400,27.1100,27.5200,538600,14757000.00,0.01224091,0.004288,1.0000
SH600971,2004-11-19,27.5000,27.7800,26.7000,27.0100,467900,12702000.00,0.01063409,0.003725,1.0000
SH600971,2004-11-22,26.8600,27.1500,26.5100,26.6600,777700,20855000.00,0.01767500,0.006192,1.0000
SH600971,2004-11-23,26.6600,26.8900,26.0200,26.2300,604300,16022000.00,0.01373409,0.004811,1.0000
SH600971,2004-11-24,26.2500,26.6000,25.8200,26.4700,905300,23674000.00,0.02057500,0.007208,1.0000
SH600971,2004-11-25,26.4700,26.7700,26.2300,26.4800,451300,11941000.00,0.01025682,0.003593,1.0000
SH600971,2004-11-26,26.5200,26.6900,26.0300,26.3100,265300,6992000.00,0.00602955,0.002112,1.0000
