代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元),流通盘换手率,全流通换手率,复权系数
SH603309,2015-03-02,18.4800,22.1800,18.4800,22.1800,7700,169676.00,0.00030800,0.000077,1.0000
SH603309,2015-03-03,24.4000,24.4000,24.4000,24.4000,6700,163480.00,0.00026800,0.000067,1.0000
SH603309,2015-03-04,26.8400,26.8400,26.8400,26.8400,7100,190564.00,0.00028400,0.000071,1.0000
SH603309,2015-03-05,29.5200,29.5200,29.5200,29.5200,14600,430992.00,0.00058400,0.000146,1.0000
SH603309,2015-03-06,32.4700,32.4700,32.4700,32.4700,51100,1659217.00,0.00204400,0.000511,1.0000
SH603309,2015-03-09,35.7200,35.7200,35.7200,35.7200,661000,23610168.00,0.02644000,0.006610,1.0000
SH603309,2015-03-10,39.2900,39.2900,39.2900,39.2900,4142800,162769744.00,0.16571200,0.041428,1.0000
SH603309,2015-03-11,40.1100,43.2200,39.2900,43.2200,12636800,529288736.00,0.50547200,0.126368,1.0000
SH603309,2015-03-12,45.0000,47.5000,41.5800,42.0700,16190400,724087936.00,0.64761600,0.161904,1.0000
SH603309,2015-03-13,40.0800,43.7700,40.0100,42.9400,8416600,350425856.00,0.33666400,0.084166,1.0000
SH603309,2015-03-16,43.0000,45.0900,42.2000,43.3800,7129000,309678368.00,0.28516000,0.071290,1.0000
SH603309,2015-03-17,43.3700,44.4900,42.5400,44.1900,7032900,305254656.00,0.28131600,0.070329,1.0000
SH603309,2015-03-18,43.8600,46.4500,43.5800,45.7500,6859900,309765472.00,0.27439600,0.068599,1.0000
SH603309,2015-03-19,45.4000,45.8800,44.3000,45.2200,4867100,218887280.00,0.19468400,0.048671,1.0000
SH603309,2015-03-20,45.2000,46.8000,44.0000,44.7100,4608300,208863568.00,0.18433200,0.046083,1.0000
SH603309,2015-03-23,44.7300,45.5100,44.1300,45.4000,4521500,202691600.00,0.18086000,0.045215,1.0000
SH603309,2015-03-24,45.1200,45.3500,43.4400,45.0500,3999000,178411248.00,0.15996000,0.039990,1.0000
SH603309,2015-03-25,44.9800,49.5600,44.5200,49.5600,6250300,297871680.00,0.25001200,0.062503,1.0000
SH603309,2015-03-26,48.4900,48.5000,45.5000,45.8700,5189100,243143728.00,0.20756400,0.051891,1.0000
SH603309,2015-03-27,46.0000,46.9900,45.5200,46.4000,2492700,115311784.00,0.09970800,0.024927,1.0000
SH603309,2015-03-30,45.8000,46.5900,45.0100,45.6300,2583200,118310160.00,0.10332800,0.025832,1.0000
SH603309,2015-03-31,45.8000,46.1700,45.2500,45.6600,2328900,106593720.00,0.09315600,0.023289,1.0000
SH603309,2015-04-01,45.3300,46.3700,45.3300,46.1800,2358200,108353448.00,0.09432800,0.023582,1.0000
SH603309,2015-04-02,46.2100,47.6000,46.1600,47.0100,3135500,146855952.00,0.12542000,0.031355,1.0000
SH603309,2015-04-03,46.5500,48.8700,46.5100,48.6400,3612700,172303760.00,0.14450800,0.036127,1.0000
SH603309,2015-04-07,49.0000,51.8800,48.6500,50.9200,4290200,215427008.00,0.17160800,0.042902,1.0000
SH603309,2015-04-08,50.8000,50.8000,47.5800,49.4200,3607900,177659104.00,0.14431600,0.036079,1.0000
SH603309,2015-04-09,49.2000,49.2000,46.4000,48.4100,2980100,142846416.00,0.11920400,0.029801,1.0000
SH603309,2015-04-10,48.4300,52.7000,48.3000,51.7800,4385200,223920000.00,0.17540800,0.043852,1.0000
SH603309,2015-04-13,52.0000,56.9600,50.8000,56.9600,5014500,276308096.00,0.20058000,0.050145,1.0000
SH603309,2015-04-14,59.0000,62.6600,58.1300,59.3200,5707800,348694656.00,0.22831200,0.057078,1.0000
SH603309,2015-04-15,58.8100,65.2500,56.8100,63.7600,6589500,405803232.00,0.26358000,0.065895,1.0000
SH603309,2015-04-16,62.5000,63.8000,59.0100,60.7700,4082300,251775248.00,0.16329200,0.040823,1.0000
SH603309,2015-04-17,60.9000,61.9900,58.0000,58.4500,3846800,227324000.00,0.15387200,0.038468,1.0000
SH603309,2015-04-20,57.0000,57.8600,52.6800,53.0700,6346000,348146240.00,0.25384000,0.063460,1.0000
SH603309,2015-04-21,53.0600,57.7000,53.0600,56.7700,3656400,202959392.00,0.14625600,0.036564,1.0000
SH603309,2015-04-22,56.4000,58.1700,56.4000,57.5200,3317500,189599424.00,0.13270000,0.033175,1.0000
SH603309,2015-04-23,57.0100,57.6600,56.5000,57.2300,2299200,130853120.00,0.09196800,0.022992,1.0000
