代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元),流通盘换手率,全流通换手率,复权系数
SZ002871,2017-05-11,20.3200,22.1600,20.3200,22.1600,4600,101752.00,0.00027059,0.000068,1.0000
SZ002871,2017-05-12,24.3800,24.3800,24.3800,24.3800,3500,85330.00,0.00020588,0.000051,1.0000
SZ002871,2017-05-15,26.8200,26.8200,26.8200,26.8200,1100,29502.00,0.00006471,0.000016,1.0000
SZ002871,2017-05-16,29.5000,29.5000,29.5000,29.5000,5500,162250.00,0.00032353,0.000081,1.0000
SZ002871,2017-05-17,32.4500,32.4500,32.4500,32.4500,7200,233640.00,0.00042353,0.000106,1.0000
SZ002871,2017-05-18,35.7000,35.7000,35.7000,35.7000,17137,611790.87,0.00100806,0.000252,1.0000
SZ002871,2017-05-19,39.2700,39.2700,39.2700,39.2700,22400,879648.00,0.00131765,0.000329,1.0000
SZ002871,2017-05-22,43.2000,43.2000,43.2000,43.2000,140100,6052320.00,0.00824118,0.002060,1.0000
SZ002871,2017-05-23,42.0000,46.4100,41.3000,44.5500,10577305,469423264.00,0.62219441,0.155549,1.0000
SZ002871,2017-05-24,43.0600,49.0100,42.0000,49.0100,9161858,416807328.00,0.53893282,0.134733,1.0000
SZ002871,2017-05-25,48.0000,51.0000,45.5000,48.1200,10200248,489406976.00,0.60001459,0.150004,1.0000
SZ002871,2017-05-26,51.0000,52.9300,50.0900,52.9300,8548099,447173568.00,0.50282935,0.125707,1.0000
SZ002871,2017-05-31,58.2200,58.2200,48.5200,48.8000,11076670,592402688.00,0.65156882,0.162892,1.0000
SZ002871,2017-06-01,47.3900,49.7400,46.4400,46.6600,7595306,363218784.00,0.44678271,0.111696,1.0000
SZ002871,2017-06-02,44.5100,46.8600,42.5400,45.3000,6301559,280552384.00,0.37067994,0.092670,1.0000
SZ002871,2017-06-05,47.0000,48.3600,44.3000,44.5200,6534173,305412704.00,0.38436312,0.096091,1.0000
SZ002871,2017-06-06,42.1000,44.5200,42.1000,43.9000,4423898,191597040.00,0.26022929,0.065057,1.0000
SZ002871,2017-06-07,44.5800,47.2000,44.2700,46.0100,6830979,314298912.00,0.40182229,0.100456,1.0000
SZ002871,2017-06-08,45.3200,46.9600,43.9000,44.6000,6443847,292223424.00,0.37904982,0.094762,1.0000
SZ002871,2017-06-09,44.0900,44.5000,43.0100,43.6200,3663952,160226928.00,0.21552659,0.053882,1.0000
SZ002871,2017-06-12,42.5900,43.3000,40.7100,40.7500,3947701,166097552.00,0.23221771,0.058054,1.0000
SZ002871,2017-06-13,40.5000,44.8300,40.4900,44.8300,5796598,250289824.00,0.34097635,0.085244,1.0000
SZ002871,2017-06-14,44.4000,45.3000,43.1000,43.7500,3586896,157636832.00,0.21099388,0.052748,1.0000
SZ002871,2017-06-15,43.1200,46.3500,43.1100,45.2500,3979331,178571792.00,0.23407829,0.058520,1.0000
SZ002871,2017-06-16,45.0000,45.2500,43.0100,43.9400,2986348,131379040.00,0.17566753,0.043917,1.0000
SZ002871,2017-06-19,43.4300,44.1500,43.4300,43.8600,1924400,84256768.00,0.11320000,0.028300,1.0000
SZ002871,2017-06-20,43.9000,44.8100,42.0000,42.2100,3782324,163420128.00,0.22248965,0.055622,1.0000
SZ002871,2017-06-21,42.0000,43.1800,41.3600,42.5400,2214329,93917184.00,0.13025465,0.032564,1.0000
SZ002871,2017-06-22,42.1100,42.8400,41.0000,41.0200,2424280,101242680.00,0.14260471,0.035651,1.0000
SZ002871,2017-06-23,40.9500,41.5000,39.2200,40.6500,2176234,87935584.00,0.12801376,0.032003,1.0000
SZ002871,2017-06-26,40.6600,41.4700,40.0000,41.0300,1421494,57932304.00,0.08361729,0.020904,1.0000
SZ002871,2017-06-27,41.0400,41.5000,40.5200,40.6300,1360400,55720304.00,0.08002353,0.020006,1.0000
