代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元),流通盘换手率,全流通换手率,复权系数
SH600495,2004-05-26,9.0100,9.2700,8.6900,8.7700,17526100,156104992.00,0.43815250,0.170305,1.0000
SH600495,2004-05-27,8.5700,9.1300,8.2900,9.0200,11349700,98822000.00,0.28374250,0.110288,1.0000
SH600495,2004-05-28,8.9100,9.6900,8.8500,9.2700,11231000,103748000.00,0.28077500,0.109134,1.0000
SH600495,2004-05-31,9.2500,9.5100,9.1700,9.4400,7081700,66219000.00,0.17704250,0.068815,1.0000
SH600495,2004-06-01,9.3900,10.3700,9.2900,10.1000,11019500,108592000.00,0.27548750,0.107079,1.0000
SH600495,2004-06-02,10.0500,10.5900,9.9000,10.0800,9682600,98504000.00,0.24206500,0.094088,1.0000
SH600495,2004-06-03,10.0000,10.9000,9.9000,10.4900,8683200,89949000.00,0.21708000,0.084377,1.0000
SH600495,2004-06-04,10.3500,10.5400,10.1100,10.2100,4725800,48587000.00,0.11814500,0.045922,1.0000
SH600495,2004-06-07,10.2200,10.4000,9.9100,10.2400,3536800,35900000.00,0.08842000,0.034368,1.0000
SH600495,2004-06-08,10.2500,10.3700,10.0200,10.1000,2483600,25272000.00,0.06209000,0.024134,1.0000
SH600495,2004-06-09,10.1200,10.5800,10.0500,10.2100,7006300,72546000.00,0.17515750,0.068082,1.0000
SH600495,2004-06-10,10.1700,10.2600,9.1900,9.1900,6120600,58665000.00,0.15301500,0.059475,1.0000
SH600495,2004-06-11,9.1600,9.8700,9.1000,9.4400,4920300,46987000.00,0.12300750,0.047812,1.0000
SH600495,2004-06-14,9.3600,9.3800,8.8000,9.1300,2796300,25339000.00,0.06990750,0.027172,1.0000
SH600495,2004-06-15,9.1300,9.4400,8.9400,9.3800,2430000,22309000.00,0.06075000,0.023613,1.0000
SH600495,2004-06-16,9.3800,9.4700,9.2100,9.2700,1710200,15941000.00,0.04275500,0.016618,1.0000
SH600495,2004-06-17,9.2500,9.5000,9.1000,9.1100,1632300,15147000.00,0.04080750,0.015861,1.0000
SH600495,2004-06-18,9.0700,9.3000,8.9600,9.1600,1601400,14602000.00,0.04003500,0.015561,1.0000
SH600495,2004-06-21,9.1700,9.8400,9.1000,9.7200,3840500,36577000.00,0.09601250,0.037319,1.0000
SH600495,2004-06-22,9.7000,9.8000,9.5700,9.7300,3341700,32356000.00,0.08354250,0.032472,1.0000
SH600495,2004-06-23,9.7200,9.7200,9.2600,9.4900,2071100,19584000.00,0.05177750,0.020125,1.0000
SH600495,2004-06-24,9.4500,9.7500,9.4100,9.5000,2335000,22375000.00,0.05837500,0.022690,1.0000
SH600495,2004-06-25,9.4000,9.6800,8.8100,8.8400,2561300,23222000.00,0.06403250,0.024889,1.0000
SH600495,2004-06-28,8.7100,8.7800,8.0100,8.0600,2067200,17039000.00,0.05168000,0.020087,1.0000
SH600495,2004-06-29,8.0400,8.2800,7.8500,8.2800,1631800,13254000.00,0.04079500,0.015857,1.0000
SH600495,2004-06-30,8.2700,8.2900,7.9900,8.0000,914100,7439000.00,0.02285250,0.008883,1.0000
SH600495,2004-07-01,8.0600,8.3600,8.0100,8.2800,1644500,13573000.00,0.04111250,0.015980,1.0000
SH600495,2004-07-02,8.2800,8.3200,8.0800,8.1500,1094200,8936000.00,0.02735500,0.010633,1.0000
SH600495,2004-07-05,8.1000,8.2300,8.0600,8.2200,577400,4701000.00,0.01443500,0.005611,1.0000
SH600495,2004-07-06,8.2400,8.4300,8.2000,8.2900,1235300,10291000.00,0.03088250,0.012004,1.0000
SH600495,2004-07-07,8.2900,8.3200,8.1200,8.1900,705000,5781000.00,0.01762500,0.006851,1.0000
SH600495,2004-07-08,8.2600,8.4100,8.2200,8.3900,1071100,8932000.00,0.02677750,0.010408,1.0000
SH600495,2004-07-09,8.3900,8.4500,8.1500,8.1700,913800,7597000.00,0.02284500,0.008880,1.0000
SH600495,2004-07-12,8.1100,8.1500,7.5800,7.6700,1326400,10381000.00,0.03316000,0.012889,1.0000
SH600495,2004-07-13,7.5100,7.7500,7.4000,7.6800,844900,6403000.00,0.02112250,0.008210,1.0000
SH600495,2004-07-14,7.6800,7.7000,7.1600,7.5200,1244400,9207000.00,0.03111000,0.012092,1.0000
SH600495,2004-07-15,7.4700,7.6400,7.4100,7.5100,639500,4800000.00,0.01598750,0.006214,1.0000
SH600495,2004-07-16,7.5300,7.9100,7.4800,7.8300,1844100,14328000.00,0.04610250,0.017920,1.0000
SH600495,2004-07-19,7.7900,7.9800,7.7700,7.8000,1063000,8364000.00,0.02657500,0.010329,1.0000
