代码,时间,开盘价,最高价,最低价,收盘价,成交量(股),成交额(元),流通盘换手率,全流通换手率,复权系数
SZ002480,2010-09-21,39.8900,47.5800,39.8700,45.1900,23036100,1017931840.00,0.82271786,0.164544,1.0000
SZ002480,2010-09-27,44.5000,48.9900,41.5100,47.2100,10192200,467159104.00,0.36400714,0.072801,1.0000
SZ002480,2010-09-28,46.2100,49.9000,45.2100,48.4900,6641800,315230720.00,0.23720714,0.047441,1.0000
SZ002480,2010-09-29,48.0000,50.3000,46.8000,49.0300,6221800,300856128.00,0.22220714,0.044441,1.0000
SZ002480,2010-09-30,48.4000,53.9300,48.0000,53.9300,3873800,199971136.00,0.13835000,0.027670,1.0000
SZ002480,2010-10-08,56.4000,57.8000,54.3000,56.4500,4473300,250615136.00,0.15976071,0.031952,1.0000
SZ002480,2010-10-11,55.5000,58.9900,54.6600,57.8800,4307700,243030848.00,0.15384643,0.030769,1.0000
SZ002480,2010-10-12,56.9600,58.8700,55.0000,57.7400,3061000,174959440.00,0.10932143,0.021864,1.0000
SZ002480,2010-10-13,56.6100,58.8800,55.0200,55.7000,4527900,254990496.00,0.16171071,0.032342,1.0000
SZ002480,2010-10-14,55.2900,57.4900,53.8100,55.0000,2900400,161077184.00,0.10358571,0.020717,1.0000
SZ002480,2010-10-15,54.2500,55.1000,53.5200,54.2500,2310200,124826016.00,0.08250714,0.016501,1.0000
SZ002480,2010-10-18,54.1700,59.6400,54.0000,59.5100,3719600,214772928.00,0.13284286,0.026569,1.0000
SZ002480,2010-10-19,58.7000,60.2000,57.0000,58.7600,2051300,120993064.00,0.07326071,0.014652,1.0000
SZ002480,2010-10-20,57.9900,60.3400,57.0100,59.1700,2004400,118238512.00,0.07158571,0.014317,1.0000
SZ002480,2010-10-21,59.1800,62.0000,59.0200,59.8500,1708300,103588200.00,0.06101071,0.012202,1.0000
SZ002480,2010-10-22,60.0100,61.3500,58.6300,60.2000,1531500,91987600.00,0.05469643,0.010939,1.0000
SZ002480,2010-10-26,62.0000,62.6800,57.6300,57.9300,2654700,157451168.00,0.09481071,0.018962,1.0000
SZ002480,2010-10-27,56.7400,57.5600,55.8000,56.3500,1522900,86231456.00,0.05438929,0.010878,1.0000
SZ002480,2010-10-28,56.3800,59.7700,56.3800,59.2500,1689700,99207312.00,0.06034643,0.012069,1.0000
SZ002480,2010-10-29,59.6000,62.6800,59.6000,62.3000,2019400,125044160.00,0.07212143,0.014424,1.0000
SZ002480,2010-11-01,62.7100,64.8500,62.3300,62.6600,2080400,132411016.00,0.07430000,0.014860,1.0000
SZ002480,2010-11-02,62.0000,68.8800,61.9900,67.0000,2872700,188059984.00,0.10259643,0.020519,1.0000
SZ002480,2010-11-03,66.8000,67.8400,65.5800,66.2600,1494400,98851544.00,0.05337143,0.010674,1.0000
SZ002480,2010-11-04,66.9300,67.6800,66.0700,66.8800,1285800,86019840.00,0.04592143,0.009184,1.0000
SZ002480,2010-11-05,67.0000,68.8500,66.1000,68.2000,1467200,98808928.00,0.05240000,0.010480,1.0000
SZ002480,2010-11-08,68.2000,69.9500,66.9100,69.6000,1339200,92281032.00,0.04782857,0.009566,1.0000
SZ002480,2010-11-09,68.8800,70.8500,68.3000,69.3800,890800,61720408.00,0.03181429,0.006363,1.0000
SZ002480,2010-11-10,69.3800,70.2000,68.4500,69.7800,837200,58119672.00,0.02990000,0.005980,1.0000
SZ002480,2010-11-11,69.7800,70.8400,69.0000,69.0000,1078400,75649592.00,0.03851429,0.007703,1.0000
SZ002480,2010-11-12,68.9900,68.9900,63.1500,63.7700,2042100,135156752.00,0.07293214,0.014586,1.0000
SZ002480,2010-11-15,65.5000,67.4800,64.0000,66.7000,1196600,78651680.00,0.04273571,0.008547,1.0000
SZ002480,2010-11-16,67.7000,71.6400,67.7000,68.3000,3526200,244577024.00,0.12593571,0.025187,1.0000
SZ002480,2010-11-17,68.7000,69.4000,64.9000,66.0000,2135000,141214240.00,0.07625000,0.015250,1.0000
SZ002480,2010-11-18,66.5000,67.8000,65.5300,67.4800,978800,65651744.00,0.03495714,0.006991,1.0000
SZ002480,2010-11-19,67.5200,70.5400,66.5600,69.5100,1062800,73151296.00,0.03795714,0.007591,1.0000
SZ002480,2010-11-22,68.9900,70.5100,68.0100,69.9500,1312200,91144144.00,0.04686429,0.009373,1.0000
SZ002480,2010-11-23,69.8000,69.8000,67.5500,68.5300,988200,67565216.00,0.03529286,0.007059,1.0000
SZ002480,2010-11-24,68.0000,73.1100,68.0000,73.1100,1880800,134268512.00,0.06717143,0.013434,1.0000
SZ002480,2010-11-25,73.9000,76.4000,72.0000,75.7700,1352700,101029616.00,0.04831071,0.009662,1.0000
SZ002480,2010-11-26,75.0000,77.9000,75.0000,77.3000,1110300,85136568.00,0.03965357,0.007931,1.0000
SZ002480,2010-11-29,77.6100,80.5900,77.3000,78.4900,1315400,103666008.00,0.04697857,0.009396,1.0000
SZ002480,2010-11-30,77.6000,79.5500,74.1300,76.0000,1222500,93751208.00,0.04366071,0.008732,1.0000
SZ002480,2010-12-01,76.0000,76.9900,75.6000,76.1500,512400,39013960.00,0.01830000,0.003660,1.0000
SZ002480,2010-12-02,76.5000,79.0100,76.5000,77.9900,557100,43474364.00,0.01989643,0.003979,1.0000
SZ002480,2010-12-03,78.0000,78.8100,75.3300,76.0000,534500,40866180.00,0.01908929,0.003818,1.0000
SZ002480,2010-12-06,76.5000,76.7000,69.1000,70.0200,1281700,92393464.00,0.04577500,0.009155,1.0000
SZ002480,2010-12-07,69.6000,71.9000,68.1200,71.8500,469400,33350996.00,0.01676429,0.003353,1.0000
SZ002480,2010-12-08,71.5000,75.3000,71.5000,73.9000,615400,45589816.00,0.02197857,0.004396,1.0000
SZ002480,2010-12-09,74.0000,75.8000,73.1000,73.5000,427000,31710344.00,0.01525000,0.003050,1.0000
SZ002480,2010-12-10,71.6800,74.6700,71.6100,74.0000,363800,26793476.00,0.01299286,0.002599,1.0000
SZ002480,2010-12-13,77.7700,79.5200,75.0500,78.6700,1078500,84076504.00,0.03851786,0.007704,1.0000
SZ002480,2010-12-14,77.8000,78.4800,76.5100,76.7700,904100,69828056.00,0.03228929,0.006458,1.0000
SZ002480,2010-12-15,76.8900,77.8000,74.0000,74.9300,983300,74031016.00,0.03511786,0.007024,1.0000
SZ002480,2010-12-16,75.5000,76.4000,74.5700,74.9000,621700,46698748.00,0.02220357,0.004441,1.0000
SZ002480,2010-12-17,75.3800,78.5700,75.3800,76.1200,1531500,117986064.00,0.05469643,0.010939,1.0000
SZ002480,2010-12-20,76.3100,76.7100,72.0000,73.7000,1005600,74301808.00,0.03591429,0.007183,1.0000
SZ002480,2010-12-21,74.4500,74.4800,70.2600,72.5100,2598300,188226576.00,0.07423714,0.018559,1.0000
SZ002480,2010-12-22,72.5600,72.9700,69.0800,70.1400,1784800,125451088.00,0.05099429,0.012749,1.0000
SZ002480,2010-12-23,69.5000,70.5000,68.6800,68.8100,1222300,85213256.00,0.03492286,0.008731,1.0000
SZ002480,2010-12-24,68.9200,69.0000,66.5500,67.0100,1185400,80100624.00,0.03386857,0.008467,1.0000
SZ002480,2010-12-27,65.7100,68.1200,63.2100,64.0000,1384900,91659352.00,0.03956857,0.009892,1.0000
SZ002480,2010-12-28,63.7500,65.8900,61.6800,65.0000,990400,63071988.00,0.02829714,0.007074,1.0000
SZ002480,2010-12-29,65.7800,69.6200,65.0000,68.6600,1331800,90566744.00,0.03805143,0.009513,1.0000
SZ002480,2010-12-30,69.2000,69.2000,67.4000,68.4800,971200,66284660.00,0.02774857,0.006937,1.0000
SZ002480,2010-12-31,68.4800,70.4500,68.4800,69.0000,634300,44031456.00,0.01812286,0.004531,1.0000
SZ002480,2011-01-04,69.0000,70.0000,66.0100,68.3000,2295300,154076528.00,0.06558000,0.016395,1.0000
SZ002480,2011-01-05,67.8000,75.1300,67.0100,75.1200,3018600,219912944.00,0.08624571,0.021561,1.0000
